TransactionNumber,LineNumber,InvoiceDate,AccountingDate,PostingDate,VendorName,VendorCountry,VendorVatId,CustomerName,CustomerCountry,CustomerVatId,Currency,BaseAmount,TaxAmount,TaxRate,ShipToCountry,ShipFromCountry,LineDescription
!}{)#[,427,19/03/2022 GMT+2,2026-13-01,24.11.2019,Co K.K. Holdings Oy,NLD,3G2,"Co , BV , Global",United Kingdom, ,,N/A,391404.89,-3.100875928528154,JP,IN,Rounding diff
Rh3hj0,,17-Dec-2018 (local),10/11/2019,2017-10-05,&  K.K.  Inc  Partners  LLC,China,9GAQ-2 9GAQ-2,Partners SpA BV,USA,_QM,EURO,408568.64 ,ten%,0.1,UAE,US,Software license | NZv8hDSjYueV8KjuRrtcgLUR4EZJ7B
74446633,16,20190121,08-05-26,02/19/2015 (local),SpA SpA,CN,CNFX,Partners Inc Inc Sarl K.K.,CHN,VAT.GJ8FJ2A7,PLN,USD 68231.36,1e309,,SE,Netherland,Reimbursement
XxG4BBf4qdfE6T2j,Xw,'21.08.2023',2020-09-19 01:48:46,16.02.1950,Partners  Holdings  B.V.  Co,ES,ES1770207886206011I,BV S.A. LLC,CN,"
2UCUS0LL- 2UCUS0LL-",INR,10797.02 ,2267.37,21.0%,NOR,IN,Rounding diff
)#^\/\/[$>$),1899,10/03/2026,null,2022-10-14,Holdings Sarl Holdings GmbH NVHoldings Sarl Holdings GmbH NV,,M,"LLC , LLC,",CN,CNJXO4E1900UJX,NOK,N/A,240651.62,6.005545498938977,Holland,BEL,"Manual journal entry | lGyld4wg0iBgZMnWkMHcqTY4BQqIJgZDEk6WvaO1ALCAS R 2xF6fLHqline
break"
TXN-tnTr2jG0lJRdkpvN9Q,336,01/03/2021,06/10/2015,20260325,B.V. NV & Limited,FR,8337334873,S.A. Inc Global,GBR,UCWSQ-W2R39KWKSTIYD3V6ENJ,EUR,1e309,156426.35%,-,BR,Spain,Freight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWgFreight charges | WSftTTR32EruWg
P5oKt8W4IvM,-42,07-Apr-2026,9999-99-99,26.11.2025Z,"Sarl BV B.V. Global""",,PL67428358,BV SpA Holdings,GB,,CNY,0.0008063196827474066,259 808.93,twenty one percent,DE,IN,Reverse charge applies
0157491900,-44,10-Jan-2019 GMT+2,00/00/0000,   ,& S.A. Inc,AU,AUWIKE3YDZGJZH,Oy SpA & Inc Oy,N L,GBVE0AA7GVK8A7, USD,206569.23,51642.31,25.0,Brazil,DE,"Reverse charge appliescomma,inside"
|%\&)},14.30,13/10/2024,2091/06/11,13/13/2013,5/p0qVLcRaAYxMKw,NO,NONW,"Global
Co
BV
Oy
NV£",NLD ,FR92819917KU,PLN,-386838301645.59155,"1,2,3",7.000000000000001%,SWE,Canada,"€£Freight charges
"
"*],)$",2707,"""2019/06/10",01-Apr-2016,2026-04-31,&	Global	BV	Limited,AE,CRALCO.2Y,"
🚀SpA S.A. & K.K.₹",PL,PL789138201,PLN,215510.71,€0.00,0,NL,DE,Export zero-rated;DROP TABLE T;©™£
"*},",366,"""20270422",29/02/2025,11/03/2017,Sarl K.K. Holdings Holdings,NL,VATNL5NS8U,Fxm4Z4kBVjvSWl3CBRBYHau,IN,VATINQ8X2CLCBSJ1AA7HEGSRQ,CAD,292370.76,55547.64,0.19,JP,US,Exempt supply | 1xwyONE0bInSgNt0Amv8TL47;DROP TABLE T;
29006226,306,2027-02-09,08/01/2019,10/10/2017,©	BV SpA Oy K.K.BV SpA Oy K.K.BV SpA Oy K.K.BV SpA Oy K.K.©©,IN,5H1PH44GA,SpA Oy,CN,,NOK,154791.60,-47565895879.60913,twenty one percent,AE,🇳🇱,😀®Office supplies😀®Office supplies😀®Office supplies😀®Office supplies😀®Office supplies😀®Office supplies
000893406322,153,20070624,2024-01-17,2020/02/28,"Partners
Trading
CoPartners
Trading
CoPartners
Trading
Co",Nederland, ,,IN,®£INY12XW425Z6,DOLLAR,€152791.96,1e309,VAT21,Netherlands,US,Import VAT
aklpCi2A4c,3,31/02/2026,9999-99-99,2019/08/01Z,Holdings K.K.,NLD ,GB 1859208955,Global Holdings NV,AU,YS33VF4/Y YS33VF4/Y,0,312895.33,--123,"0,21",AE,Germnay,Rounding diff
iJOdaPmvW,275,2026-12-32,   ,1/1/1,BV LLC Sarl Sarl,FR,FR8117345322267C811734532226,Trading S.A.,CN,CNQF2BCH8B,0,9.169012947439362e-05,GBP 270839.49,VAT21,CN,AU,Adjustment / credit note
999820255,449,1941/02/22,2026/04/14,10.09.2018,	Co Global Global Trading®😀	,DE,DERO7VXFTFG0,,PL,PL2017744819N,EUR,-831603027539.9762,-174636635783.39,"21,0%",CA,AE,Consulting services
4veP3TwhLpW,VkoV,2019-07-25 22:45:34,2018-02-02 18:26:06,N/A,"£¥Trading , Oy , K.K. , S.A. , LLC¥™€",???,179466942778Z,GmbH  B.V.  NV,CA,CA7PBF52DKOEPL,GBP,71389.63??,"GBP 467158,29",-2.8761884458196914,Holland,Italy,Import VAT
cBiybvMppDWvT2L6,4430,2026-06-08,31/02/2026,20270611,"Global	Trading	LLC	Limited,",AE,OXI1Y8,"NV
GmbH
Trading,",NOR,"®917523WWC_YQAX2 917523WWC_YQAX2",INR, (123.45) ,"1,2,3",0,ARE,XX,Office supplies | 2ciXaXwASD2VwS0VzHlT8PsAu QP8X3JaMsTRX1wvw1whV5NNcaHkcg
957124922,75.31,23/05/2027,29/02/2025,02/04/2022,¥Inc BV€®,CN,CN2Q19VVO4,& Inc Global Trading S.A.& Inc Global Trading S.A.& Inc Global Trading S.A.& Inc Global Trading S.A.& Inc Global Trading S.A.,PL,UNKNOWN,EURO,142111.94,7105.60,5.0%,Spain,Germnay,£₹™Manual journal entry©
iArJi5u2,251,31/02/2026,2024/02/24,2026-00-10,"Trading
Sarl",IE,ie20651505979,"🚀& Inc S.A.©£",JP,JP2SNA3AV6P3,INR,--123,961672841534.0052, 0.2100 ,Holland,IE,Payment fee
0745920016,428,20191130,2026/07/02,2021-11-18 06:45:14,₹	₹LLC Oy,AUS,BRCBN1LQV18S BRCBN1LQV18S,BV Sarl,SWE,FR447FS6TXE1Y1,USD,145934.23,30646.19, 0.2100 ,Holland,BE,Export zero-rated
0454711028,395,27-Nov-2026,20220312,18.12.2025 GMT+2,BV Partners LLC BV LLC,BE,₹😀VATBET3TDFOUJ1F77,Trading Co Holdings Sarl GmbH,NOR,IA1O0Z/KC7YHWC9I6V/ZI7UMB,GBP,221656.05,€46547.77,"21,0%",AE,🇳🇱,Exempt supply
532239049,Ahhjh6,2026-13-01,08/12/2023,15-Feb-2022,B.V. NVB.V. NVB.V. NVB.V. NVB.V. NVB.V. NV,ZA,	EO6L6HO_T,B.V. Inc Partners LLC,NO,_,NOK,0.0003769189760278368,€-8.16,"0,21",IT,???,"©Export zero-ratedtab	inside"
000249542792,202,23/09/2026 +02:00,22-Dec-2024 UTC,10/11/2027,5UC_dYb,IND,"	£ZAP6T1D0D1QE",NV B.V. S.A.NV B.V. S.A.,NL,NL843880216B82,EURO,€167910.00,16789320.90,9999,South Africa,???,"
®
Consulting services🚀"
726915730,Brlab,2026-13-01,2020/08/12 UTC,2020/06/17,2/uAulKd8gIXc2O_TfFF91PsYBVMkNaAezudm,Germnay,L4TQ_7XMJ,"NV Partners,

",AE,AEUSLCY19J,CAD,156760.00,€32919.60,21.0%,United Kingdom,,Freight chargesFreight chargesFreight chargesFreight chargesFreight chargesFreight chargesFreight charges
508911788,GB3g3Z,08-05-26,2027-03-18,,Holdings Sarl LLC Limited /*test*/,Netherland,Z Z,🚀£B.V. Global & /*test*/	,IT, ,CHF,0.0009487687270986878,0.00,"21,0%",DE/FR,Brazil,Adjustment / credit note
000000,CU,07/09/2015,06-Dec-2026,2017/10/14,Trading  Holdings;,GB,GB512257503970,"&
B.V.
S.A.
NV
Sarl OR 1=1",CA,CAUFBM1QRSSJZS,PLN,0.0007313107972252562,724749010619.0374,0,IN,DE,Manual journal entry
|*&!;|,24,2026-04-31,2025-04-09,11/25/2026,FqJNqe7zf,Belgium,FR-87655658218-,Sarl	LLC	Co	GmbH	OySarl	LLC	Co	GmbH	OySarl	LLC	Co	GmbH	OySarl	LLC	Co	GmbH	Oy,Sweden,₹AUTOXDR5YT0C1L,CHF,212803.87,42560.77,0.2,IND,GB,Exempt supply
716252002,365,2037/05/17,2023-09-30,2019/01/11,"£Limited S.A. Inc Inc
",CN,CN9N63BQYH,,CA,CA2L,€,one hundred,"£- 123,45","0,21",DE,GB,Rounding diff
w7SL4IwynT,451,07/18/2021,2026-12-32,02.12.2024,NV Partners Holdings,  ,DETCJT6SIY9H0PAEZ241MR DETCJT6SIY9H0PAEZ241MR,LLC Trading Holdings OR 1=1,China,2C.RMNVAT,JPY,181 060.47,38022.70,"0,21",CN,AUS,Manual journal entry | YNLFhGHeCpXVxQ1rSKPZO
TXN-Ev9vTvuEwO,lG,2026.05.08.12.99.00,2026-12-32,1/1/1,"Oy Co NV S.A. --
😀",FR,VATFRD8V8Q9DLWUSW0P,K.K. Inc Inc B.V. &,ES,39885779EC,NOK,"341639,00","£- 123,45",-,FR,Canada,Consulting services
858325034,306,2026-00-10,22/09/2023,10-Oct-2016,LLC Oy,,UNKNOWN,& B.V.,BR,®©BRV3,EURO,396016.87,264535.50,3.8191916912845416,FR,South Africa,Rounding diff
0399722683,,2019/12/14,29/02/2025,20270627 GMT+2,Inc  Co,SE,SE8Q3ET2XT,Oy Sarl NV Limited,  ,PLGBVAT,NOK,,"283,29",VAT21,ZA,  ,"Export zero-ratedline
break"
?{#/[})#;),1.84,"May 35, 2026",2026-04-31,2018/11/17 +02:00,,India,J-X,NV Limited,XX,UNKNOWN,JPY,200293.33,26803.25,21.0%,DE,BRA,Export zero-rated | amf1QqtgP40Jkqr
5IrEnSDs9QQlAOdc8f,312,24.05.2024,9999-99-99,2022-01-22 05:36:55,Co	B.V.	Sarl,Netherland,O,B.V. B.V. Global NV Co,123,N/A,0,0.00014650878748190943,434432.90,21.0%,France,AU,Reimbursement | QNqir27wZZmNIH4aXn
000621107747,fAq6,2026.05.08.12.99.00,2026-04-31,30/03/1996,Inc Co,AE,K634GKONBOG48TXT43ZD1BD4C,Oy Co Oy,Canada,IEWEYBL9XPFXKNUDFWV56H,CHF,0.00046567306415977623,0.00,0,NL,BE,Import VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VATImport VAT
)%,317,"May 35, 2026",29/02/2025,2018-11-08 UTC,™€¥Limited BV Partners IncLimited BV Partners IncLimited BV Partners IncLimited BV Partners Inc£,UAE,ES 94901521244800,Trading Inc©®,  ,2,CHF,   123   ,24.60,0.2,ITA,FR,Exempt supply
"%^/&^,?\)/.@", ,2026-12-32,2024/02/25,2026-13-01,& Co,PL,PL 97970918165,Holdings LLC K.K.,SE,SEES3DZ6XA3I1Q,CHF,49995.99,-345267185784.66284,,ITA,CN,Reverse charge applies
"&?,/**",129,13/13/2013,N/A,19/07/2020,"Inc , Oy , BV , LLC /*test*/¥",CAN,	¥CNN4U5E0CX,SpA Limited,AU,"©AUB5TVVBTS AUB5TVVBTS",NOK,180000.20,8996.45,5.0%,India,Japan,Freight charges
264371104,m14m7,2026.05.08.12.99.00,10/25/2025,2024/07/15,B.V. S.A. SpA &,JP,ETMA.F31VB9OE0TFUEL3-KIRT,Partners Trading Global OyPartners Trading Global OyPartners Trading Global OyPartners Trading Global OyPartners Trading Global Oy,AU,AUGRZSTTS0R4,GBP,421825.33,42178314.75,9999,UAE,NOR,Consulting services
]*\],2121,08/02/2025,31/02/2026,2018-02-18,"& , LLC , K.K. , Trading",France,GB825968500??,"Global LLC Sarl Limited SpA
€",AU,,SEK, (123.45) ,-103228282805.33057,VAT21,FR,PL,Rounding diff
<|[|,186,25-Jun-2020,2021-07-09 15:59:26Z,08/07/2015 +02:00,BV BV,FR,FR5,SpA Trading,,IT3039941,GBP,GBP 64953.81,€16245.30,0.25,NO,AU,"®Consulting servicescomma,inside🚀
™"
828649352,484,2019-04-18 23:31:05,2026-12-32,12/15/2027,Global Holdings,,VATNLA9PU1L6E,,GB,,GBP,36385.46,7640.95,0.21,Brazil,GB,	Freight charges😀₹
|%@$|\}<.);,30.76,2026.05.08.12.99.00,1/1/1,'2022-11-14',S.A. S.A. LimitedS.A. S.A. LimitedS.A. S.A. LimitedS.A. S.A. Limited,FR,	©VATG8Z,Global & Global SpA Limited,ZA,ZAG07U7,CNY,"'99,99'",--123,5.0%,SE,NL,???
750160973,Y,2027-03-22,08/29/2020Z,2023-02-18 04:58:12,"Holdings
B.V.
GmbH
GmbH
Trading",Nederland, ,"₹K.K. , & , NVK.K. , & , NV	£€",CN,₹®CNG1,CHF,420.817.26,0xFF,0.2,JP,IE,Export zero-rated
@<@,PH,2026-12-32,20270906 +02:00,2024-11-18 22:42:58,,CA,CAB4EKJ5F9LU CAB4EKJ5F9LU,NV Global K.K.,Nederland,"£©
5EXU27LWY.3WQOL0JP395IWZK",NOK,"'99,99'",395254.82, ,Netherland,DE/FR,"Adjustment / credit note | Fe0vDWV48T06I3VvDbcL3""unclosed"
"&<){{{)<>>,",335,2022-06-19,1/1/1,16-Dec-2019,"B.V. , BV , K.K. , Limited",🇳🇱,_2979PBW1A_6-XK,Oy K.K. Partners Trading GmbH;Oy K.K. Partners Trading GmbH;Oy K.K. Partners Trading GmbH;,BE,BE2P@OOBOL,PLN,"236990,28",€11849.57,0.05,United States,Nederland,"Freight chargescomma,inside"
TXN-ZLRoLqTry,276,13/13/2013,"May 35, 2026",2023-04-23 06:48:28,NV S.A. OR 1=1,AE,AEYS,BV & SpA Global NV,IT,IT 94456754,CAD,"54,899.97",NaN,0.2,ZAF,Germnay,Consulting services | IKRLifTFs0r5NjligxGNfQVgbOG8TAhrpDi04e9zl8XGCuhZLjMXP
000001863397,HsB,13/13/2013,08-05-26,24/05/2026,,South Africa,X,Holdings Co Inc Oy LLC,NO,¥€	NOD3A84BDYDYFKFW,JPY,80156.18,74574.09,0.25,ZA,Brazil,Export zero-rated
",].|/|@[>?<#",m9,20171123,2026-05-08T25:61:61,00/00/0000,😀B.V. Partners™,NL,NLZCHZHPQUOKFYFRJ6Y9KY NLZCHZHPQUOKFYFRJ6Y9KY,Co Holdings Holdings,NL,,INR,0.0007737967704965539,0.00,2 1 %,BR,IE,Import VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagTImport VAT | Vyb680xhyIqDCqXgmMqqLl a41Z9anGKehX5HlTcXdBLagT
#].!$,142,01.03.2022,'02-Dec-1996',9999-99-99,SpA NV B.V. SpA &,Australia,DS9WN7IK/,"™©¥GmbH
Partners
K.K.
S.A.©©",N L,ESY81OF,€,€238133.03,-654024.42,-2.746475495016282,ZA,IE,Exempt supply;DROP TABLE T;
0465605220,89.83,08/05/2021,"May 35, 2026",01/09/2016,Sarl BV NV Partners Limited,NL,NLOD7BD065UVCF,Oy NV,Nederland,--ANP038Y,USD,-366759754869.442, (123.45) ,9999,JP,,Exempt supplytab	inside
0925969825,288,04-May-2020,03.07.1936,08-05-26,¥£Partners Partners Partners Inc€®🚀,IN,VATINML9BN,Sarl Global SpASarl Global SpASarl Global SpA	®®,AE,AEE7OLUOBYXM4FUNTY3MKR,EUR,"405325,68",€40532.57,10.0%,IT,IE,Software license
416669544,5qdU,02-Apr-2020,20270319 +02:00,2015-07-15,"©B.V. Co Partners Global®©",N L,NOU7030I62,Lh8pw,IT,😀2/OO-.,,-525792224751.87524,€-36805455737.81,0.07,PL,Ireland,
000384408291,rFIxm,24-Oct-2020Z,08-05-26,00/00/0000,"©
Sarl , SpA , B.V.",India,ITM8C3QYPJXOGOBU,"SpA BV Sarl",Netherland,GBU5JUAY9A,PLN,"305654,71",€-2.76,0,United States,XX,"™	
Software license | KXjpqTSsypBTpTY
	"
"%!.],$|^#",Siev7B,2024/08/23,07/01/2026,10.08.2016,NV Global,ZA,ZA3ZMDKF14I5TYFN,"Global , Trading , Limited , S.A. , B.V.",FR,FR5ZGDBP839BQHC7,INR,"£- 123,45",284630.12,0.1,123,CA,Office supplies
000498255504,kQz1,01/20/2022,04/19/2026 GMT+2,1/1/1,SpA Limited,FR,FR1Y,Inc Co Oy,IT,VATITS57G1V0D,AUD,,125 257.79,0.2,Australia,123,Rounding diff | mTQK3FbWAOrKFTiyAmhjJp1T47w9UqZ4FuQuRmDrLfDZFWiYdAo2J8VHtab	inside
132823517,424,'20170730',28.09.2074,2019-04-03,GmbH K.K. LLC Holdings Inc,United States,7,GmbH NV Partners Holdings,,N/A,SEK,93841.49,194165.28,twenty one percent,BR,NL,"Exempt supplyline
break"
"|!|,>)>",313,13.09.2025,07-Feb-2024,2015-12-15 20:25:50,,Australia,P/R9E9.64KIRLWSUV9KLBUJ7K,NV Oy Sarl,Germany,B--XT4X/Z4-0D5HSZ3WO5_A-R,DOLLAR,,"50875,50",20.0,Australia,BR,Rounding diff
0362928643,393,29/02/2025,,20160402,"& , K.K. , Partners , Partners",CN,VATOURSKE_TN0-MACE,Global Oy OR 1=1,Nederland,EMCMSA.DB,0,251 841.00,25183.49,0.1,IT,United Kingdom,Adjustment / credit notetab	inside
",{*,?/|*>]#/",-27,2026-05-08T25:61:61,9999-99-99,20190705 UTC,Sarl SpA Trading & B.V.,GB,GBJB1D2BP5VAT,"S.A. , LLC , Sarl , BV",Germnay,FR7020715548,eur,Infinity,inf,0.25,Norway,,😀Reimbursement;DROP TABLE T;
416669544,38.92,9999-99-99,"22-May-2024""",00/00/0000,"Global
Partners
Co
GmbH",🇳🇱,CNVO3@NP5BRPRQTC CNVO3@NP5BRPRQTC,,IT,DO8YJQTKXMR8SIK,AUD,0.00017495707347338157,7.27,-1.9191877190644213,JP,  ,Intra-EU acquisition
399948870,-20,1/1/1,09-Jun-2022,2026-04-31,Global LLC B.V. Limited B.V.,DE/FR,/,¥	B.V. SpA Limited Limited SpA,CA,CAFI,PLN,71387.55,71387.55,100,ARE,IT,Software license | VhqKl3P9BwNa8gihZnCg7sX06
;&;*!>;|(,gbjW2,00/00/0000,2026/99/01,2016-03-29 12:24:58,"😀Limited & Co Limited B.V.",NO,/OA493Z8T,	£©K.K.  GmbH  K.K.  Global  NV¥🚀,BE,LF.0SLIXAF0GRNX,PLN,0.0002593290276866601,0.00,4.160780744325575,IN,N L,Reimbursement
"{;^,\,(",102,14-Apr-2024,25-May-2015,30-Sep-2016,¥™GmbH BV S.A. Inc₹,PL,PL2MG9WYPU88WPV8JTQ3VU,LLC Holdings Inc Trading,DE,DUFL-KZ1K5RATSM,SEK,"'99,99'",63556.91,"0,21",ES,???,Payment fee;DROP TABLE T;
"!|>$.#)>|\,/",262,9999-99-99,"""2027-04-09 +02:00",09.10.2015,Holdings	BV	BV,NL,NL9VO2TAS10T,"©¥S.A.
Inc£
₹",CA,CASPTSS2JB55,AUD,0.0008455580176558946,"""123.45""",,CA,GB,Reimbursementtab	inside
450468165,9oTc,2025-05-17 02:30:01,20160813,07/18/2023,"BV Sarl Global Global
®😀",GBR,CA0L148KLBJITLQQ6WCJX4,Holdings & BV Co &,XX,-VJLY3JZWR02_M_,AUD,one hundred,227.598.32,*,NL,United Kingdom,Manual journal entry
843223630,354,2026-12-32,N/A,2026-13-01,Sarl NV Limited Global B.V.'Sarl NV Limited Global B.V.'Sarl NV Limited Global B.V.'Sarl NV Limited Global B.V.'Sarl NV Limited Global B.V.'Sarl NV Limited Global B.V.',,IMS6TXTDD,	™😀S.A. NV¥,ARE,,USD,12..34,GBP 473323.93,21%%,Sweden,AU,"
Freight charges"
000324546267,43,2016-11-20 UTC,28.09.2023,2021/08/01 GMT+2,Oy Partners & LLC,ES,ESMRTRX902A6YBTOEG72V3,B.V. Holdings Sarl Holdings,NO,NOP3C8STCL3B66,0,   123   ,6.33,5.144812527556281,Holland,CA,"Intra-EU acquisition""unclosed"
TXN-rUXUqnzaVW9QnH6w2_hJG,412,2016-04-29,2022-05-06 UTC,2015-05-30,™®™Trading GmbH GmbH Trading Inc₹®,Germnay,FR39348381722IPT,NV GmbH GmbH Holdings,BE,BE21VF85OTVAT,INR,"32767,21",359248.59,0.1,France,XX,Consulting services
"|:{,):<(;}@",94,16.04.2018,05/02/2027 (local),2026-04-31,NV Global NV K.K.,NL,5KMAQ/34K462RSMQJ2QV-TJRL,dTiTkxhimgA7iroMDGxwJbl,US,H,US$,296606.03,"GBP 99266,50",0.1,XX,GB,"Exempt supply | tax5FRtZ6sATALk8JgBTRm1cCq5ltIoKbmm""unclosed"
0031606444,40,20150311,"08-May-2023""",'2025-04-18 00:19:45 GMT+2',Partners Trading Sarl,AE,4,Global Limited Oy,N L,,GBP ,one hundred,4190.91,0,???,NO,Consulting services
@#:@\&/,hKeX,04/27/2021,12.03.2022,02-Nov-2026,   ,IT,"¥ITU3B88",Trading  K.K.  Inc  Trading,BR,VATES9S65LWOQGOBQU,USD,258555.74,54296.71,21%%,ES,United Kingdom,Software license
TXN-q0HC,wdr,,1992-07-20,1/1/1,Q,NO,NO9NJX834T64IRPRZZ2OVW,& SpA LLC;,Spain,DE749301631780O29,EUR,779150244676.6259,77907232965222.23,9999,???,JP,Rounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAfRounding diff | YXcsALR1IJDC3qbwStUOOKuVKNAf
000836192964,w,2022-08-26,01/05/2023,03-Jun-2020,B.V. Trading Co,Norway,/LN8JB9RB,"©NV  LLC  &  Holdings  B.V.
😀",Germnay,CALTEUBVRZ72T8B4,PLN,"1,2,3",44096.50,-4.76441323991156,PL,BR,
000944463714,wQj,'19140621',09/02/2015,01.09.2025,BV Inc,NO,NOX5JB6,BV Limited /*test*/,JP,JPRM,SEK,395066.86 ,7684.71,1.9451662256628732,United States,CHN,Freight chargesFreight chargesFreight chargesFreight chargesFreight chargesFreight charges
ZeQGaY,zero,20230815,26/11/2022,03/18/2024,Limited Co Partners,JP,™₹JPAK4TI2XZ1DI2ZMDWKHWL JPAK4TI2XZ1DI2ZMDWKHWL,"B.V. SpA Holdings""",IRL,BRPFOT036816V9P0SDU459,EUR,267166.30,€26713958.34,9999,JP,Ireland,Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;Reverse charge applies;DROP TABLE T;
624035844,94,2026/01/22 UTC,10-Jan-2018,2019-12-13 04:36:12,Limited LLC BV Inc Oy,GB,GBC5SJS,& BV Global;,Netherland,X,EUR,USD 39078.27,8206.44,0.21,BE,PL,Office supplies | dqb8IyUac71jj7n3
VGxIpZueK,363,20200914,1902/01/31,25-Mar-2022,Co  B.V.  &  OyCo  B.V.  &  OyCo  B.V.  &  OyCo  B.V.  &  Oy,IE,IEHNXY8VAT,"₹Sarl K.K. Oy Partners BV",FR,FRK1,NOK,,480336.37,"21,0%",,United Kingdom,Adjustment / credit note | 8BmLILKUOAQoBhEL1 MHc11UPc9P0d;DROP TABLE T;
?(.#:<$,one,2026-2-30,2026-05-08T25:61:61,"""12/25/2015","₹	Limited B.V.Limited B.V.Limited B.V.Limited B.V.	",CA,CAFE7MQ17PEDWN,Sarl NV Holdings Co,GB,®😀VATGL1,JPY,120888.52,25386.59,21%%,NO,GB,Intra-EU acquisition
259219298,itqXHc,2020-09-27,1/1/1,,,NO,NOZT2MV,"Oy
GmbH
GmbH /*test*/",ES,K98,EUR,   123   ,8.61,7.000000000000001,NL,ZA,Reimbursement | Dx6dVsN5j VVJfPiNJhMV 3l3Jwmvu
\>>{*\{$#|,10.3,2026-04-31,04/01/2023,12/26/2025,Inc  BV  Trading,IN,PHHO8W6WU6XEKI3 PHHO8W6WU6XEKI3,Limited GmbH BV B.V. LLCLimited GmbH BV B.V. LLCLimited GmbH BV B.V. LLCLimited GmbH BV B.V. LLCLimited GmbH BV B.V. LLCLimited GmbH BV B.V. LLC,BR,BR2P,CAD,NaN,nan,4.399143361277222,Nederland,AU,Manual journal entry | qIqwdSm6QoWcJ3IQlOhTt1TpUJOuEAdK4Dxe23
,69,20241106,20170625,20220904,Sarl GmbH Inc¥🚀😀,ESP,KZKG8801T-L3OX5TWLUTX4Q5S,   ,China,7Y3QVFT59M/659/RQ.29YK90/,GBP,"248,975.42","'99,99'",9999,IRL,NO,Import VAT
emVsWdDT4iddRPGwN5,28.7,2017-02-21 10:14:45,2026/08/09Z,27.10.2022,¥LLC Limited LLC S.A. Trading	,CN,T.F,"K.K. Limited Holdings,",United Kingdom,5A.HCBDZ.IDDP528G_46C/9YM,GBP,0.000466359501764586,1e309,1.1646920314660052,Netherlands,IT,Export zero-rated;DROP TABLE T;
[@<]:),7ub3,13/13/2013,13/03/2025,07/11/2027,K.K. Sarl K.K. SpA /*test*/,IE,IE2C9OX,Inc NV Global Partners,NL,VATNLRX,PLN,133.032.37,19788.34,9999,IN,  ,"Payment fee | SNyTWkWogawiazxbee5rjcUmj9IePs16bhm gfkAre8XZdZGQrfw1T Pline
break₹"
195758783,17,28.04.2018,   ,2026-00-10,"SpA , NV , Trading , Limited , Trading",CAN,.,Trading Oy Co SpA,NOR,JP0MADE,INR,195138.51,40979.09, 0.2100 ,DE,AE,Office supplies;DROP TABLE T;
0083399131,m,00/00/0000,"May 35, 2026",2025-09-29 18:59:23,,AU,VATAUH7Z3P@0Y0X9N,   ,XX,N/A,USD,-11074144732.782837,0.0004141706031113316,5.991773303968291,  ,BE,Manual journal entry
